day	stream	len	count
20230301	xinqing	9	10918106
20230302	orders	8	23521397
20230302	orders	9	54605943
20230302	trades	8	16514373
20230302	trades	9	47840113
20230302	xinqing	8	1963335
20230302	xinqing	9	10880949
20230303	orders	8	22463482
20230303	orders	9	53509224
20230303	trades	8	15681324
20230303	trades	9	46412191
20230303	xinqing	8	1942514
20230303	xinqing	9	10873003
20230306	orders	8	24934979
20230306	orders	9	55882198
20230306	trades	8	18587771
20230306	trades	9	48971912
20230306	xinqing	8	1977473
20230306	xinqing	9	10861288
20230307	orders	8	22809368
20230307	orders	9	57042849
20230307	trades	8	16198019
20230307	trades	9	51361232
20230307	xinqing	8	1949987
20230307	xinqing	9	11081813
20230308	orders	8	21812079
20230308	orders	9	46537338
20230308	trades	8	15704815
20230308	trades	9	40043183
20230308	xinqing	8	1940553
20230308	xinqing	9	10338008
20230309	orders	8	20831625
20230309	orders	9	45901776
20230309	trades	8	14632878
20230309	trades	9	39261160
20230309	xinqing	8	1925826
20230309	xinqing	9	10369731
20230310	orders	8	21073362
20230310	orders	9	48776703
20230310	trades	8	15330044
20230310	trades	9	42726070
20230310	xinqing	8	1946309
20230310	xinqing	9	10610989
20230313	orders	8	21383251
20230313	orders	9	50621857
20230313	trades	8	15805861
20230313	trades	9	43565736
20230313	xinqing	8	1963103
20230313	xinqing	9	10596815
20230314	orders	8	22028631
20230314	orders	9	55623663
20230314	trades	8	15990325
20230314	trades	9	48218760
20230314	xinqing	8	1935416
20230314	xinqing	9	10891369
20230315	orders	8	22262706
20230315	orders	9	50150805
20230315	trades	8	16139767
20230315	trades	9	43036071
20230315	xinqing	8	1946738
20230315	xinqing	9	10537339
20230316	orders	8	22839828
20230316	orders	9	52145417
20230316	trades	8	16602550
20230316	trades	9	45915936
20230316	xinqing	8	1936085
20230316	xinqing	9	10615441
20230317	orders	8	20642733
20230317	orders	9	55300941
20230317	trades	8	14670200
20230317	trades	9	48024078
20230317	xinqing	8	1925834
20230317	xinqing	9	10724934
20230320	orders	8	24860221
20230320	orders	9	57725534
20230320	trades	8	18913251
20230320	trades	9	50863586
20230320	xinqing	8	2041890
20230320	xinqing	9	10553735
20230321	orders	8	21729571
20230321	orders	9	53975297
20230321	trades	8	15660801
20230321	trades	9	46738224
20230321	xinqing	8	2001315
20230321	xinqing	9	10468397
20230322	orders	8	23246773
20230322	orders	9	52739568
20230322	trades	8	16784925
20230322	trades	9	46308942
20230322	xinqing	8	2038175
20230322	xinqing	9	10397713
20230323	orders	8	22391964
20230323	orders	9	54344035
20230323	trades	8	16114657
20230323	trades	9	47224225
20230323	xinqing	8	2014791
20230323	xinqing	9	10394966
20230324	orders	8	24680676
20230324	orders	9	57312260
20230324	trades	8	17766799
20230324	trades	9	50182621
20230324	xinqing	8	2030910
20230324	xinqing	9	10475045
20230327	orders	8	25037211
20230327	orders	9	58456036
20230327	trades	8	19088438
20230327	trades	9	51778422
20230327	xinqing	8	2037687
20230327	xinqing	9	10595584
20230328	orders	8	23878497
20230328	orders	9	54763877
20230328	trades	8	17655673
20230328	trades	9	48603803
20230328	xinqing	8	2016515
20230328	xinqing	9	10337960
20230329	orders	8	23039511
20230329	orders	9	54900595
20230329	trades	8	16736249
20230329	trades	9	47948155
20230329	xinqing	8	2006183
20230329	xinqing	9	10309700
20230330	orders	8	22543175
20230330	orders	9	55618541
20230330	trades	8	16300129
20230330	trades	9	48514062
20230330	xinqing	8	2012353
20230330	xinqing	9	10381352
20230331	orders	8	22440089
20230331	orders	9	55045883
20230331	trades	8	16146934
20230331	trades	9	48047691
20230331	xinqing	8	2018355
20230331	xinqing	9	10314190
20230403	orders	8	25287629
20230403	orders	9	61945079
20230403	trades	8	18954233
20230403	trades	9	54893384
20230403	xinqing	8	2041906
20230403	xinqing	9	10850610
20230404	orders	8	26315336
20230404	orders	9	65018744
20230404	trades	8	19684083
20230404	trades	9	57489251
20230404	xinqing	8	2055903
20230404	xinqing	9	10819743
20230406	orders	8	23719318
20230406	orders	9	58303495
20230406	trades	8	17746042
20230406	trades	9	51687338
20230406	xinqing	8	2010040
20230406	xinqing	9	10461204
20230407	orders	8	23653663
20230407	orders	9	52117965
20230407	trades	8	17361322
20230407	trades	9	45688345
20230407	xinqing	8	2009822
20230407	xinqing	9	10199319
20230410	orders	8	28381742
20230410	orders	9	62925331
20230410	trades	8	21088892
20230410	trades	9	56475363
20230410	xinqing	8	2033831
20230410	xinqing	9	10659719
20230411	orders	8	25724105
20230411	orders	9	58693383
20230411	trades	8	19202882
20230411	trades	9	51068954
20230411	xinqing	8	2028894
20230411	xinqing	9	10362444
20230412	orders	8	24713136
20230412	orders	9	57777156
20230412	trades	8	18123325
20230412	trades	9	50543184
20230412	xinqing	8	2013926
20230412	xinqing	9	10288429
20230413	orders	8	24594821
20230413	orders	9	58911903
20230413	trades	8	17896364
20230413	trades	9	51826493
20230413	xinqing	8	2012505
20230413	xinqing	9	10324189
20230414	orders	8	24504594
20230414	orders	9	58086484
20230414	trades	8	17946485
20230414	trades	9	50572940
20230414	xinqing	8	2002741
20230414	xinqing	9	10256343
20230417	orders	8	25882259
20230417	orders	9	57363161
20230417	trades	8	19564003
20230417	trades	9	50454897
20230417	xinqing	8	2023917
20230417	xinqing	9	10363168
20230418	orders	8	26265070
20230418	orders	9	55084844
20230418	trades	8	19839817
20230418	trades	9	48130625
20230418	xinqing	8	2027576
20230418	xinqing	9	10200612
20230419	orders	8	23349756
20230419	orders	9	57618670
20230419	trades	8	17003200
20230419	trades	9	50836616
20230419	xinqing	8	1990084
20230419	xinqing	9	10226198
20230420	orders	8	24274490
20230420	orders	9	57384219
20230420	trades	8	18251484
20230420	trades	9	50699714
20230420	xinqing	8	2016432
20230420	xinqing	9	10253441
20230421	orders	8	25496568
20230421	orders	9	63507490
20230421	trades	8	19196088
20230421	trades	9	56918100
20230421	xinqing	8	1999616
20230421	xinqing	9	10691511
20230424	orders	8	27220169
20230424	orders	9	59854872
20230424	trades	8	21548657
20230424	trades	9	52543839
20230424	xinqing	8	2043461
20230424	xinqing	9	10394749
20230425	orders	8	25163767
20230425	orders	9	65845357
20230425	trades	8	19535898
20230425	trades	9	58173820
20230425	xinqing	8	2006310
20230425	xinqing	9	10792001
20230426	orders	8	25203909
20230426	orders	9	62878349
20230426	trades	8	19216728
20230426	trades	9	54700442
20230426	xinqing	8	2016699
20230426	xinqing	9	10411635
20230427	orders	8	24667973
20230427	orders	9	60315192
20230427	trades	8	18330216
20230427	trades	9	52464952
20230427	xinqing	8	1994434
20230427	xinqing	9	10346972
20230428	orders	8	27031515
20230428	orders	9	61581827
20230428	trades	8	20567043
20230428	trades	9	53221184
20230428	xinqing	8	2025167
20230428	xinqing	9	10504125
20230504	orders	8	29846037
20230504	orders	9	64637937
20230504	trades	8	23412884
20230504	trades	9	57204396
20230504	xinqing	8	2019302
20230504	xinqing	9	10576701
20230505	orders	8	27542045
20230505	orders	9	61754679
20230505	trades	8	21123393
20230505	trades	9	54202192
20230505	xinqing	8	2038522
20230505	xinqing	9	10459978
20230508	orders	8	26654035
20230508	orders	9	63133166
20230508	trades	8	20284786
20230508	trades	9	55544547
20230508	xinqing	8	2012390
20230508	xinqing	9	10430824
20230509	orders	8	29204495
20230509	orders	9	67334545
20230509	trades	8	22262052
20230509	trades	9	59817038
20230509	xinqing	8	2000469
20230509	xinqing	9	10450474
20230510	orders	8	26001752
20230510	orders	9	61565764
20230510	trades	8	19499758
20230510	trades	9	53563805
20230510	xinqing	8	1983123
20230510	xinqing	9	10244031
20230511	orders	8	24675415
20230511	orders	9	54910904
20230511	trades	8	18089195
20230511	trades	9	46878555
20230511	xinqing	8	1980385
20230511	xinqing	9	10071765
20230512	orders	8	24155979
20230512	orders	9	52537078
20230512	trades	8	17535446
20230512	trades	9	45730040
20230512	xinqing	8	1981521
20230512	xinqing	9	10043944
20230515	orders	8	23593229
20230515	orders	9	58639646
20230515	trades	8	17727466
20230515	trades	9	51465140
20230515	xinqing	8	1975883
20230515	xinqing	9	10328872
20230516	orders	8	24166525
20230516	orders	9	52644593
20230516	trades	8	17665692
20230516	trades	9	46047801
20230516	xinqing	8	1988634
20230516	xinqing	9	10016194
20230517	orders	8	21280084
20230517	orders	9	49995485
20230517	trades	8	15453646
20230517	trades	9	42602495
20230517	xinqing	8	1942212
20230517	xinqing	9	10075420
20230518	orders	8	21284050
20230518	orders	9	52162200
20230518	trades	8	15237473
20230518	trades	9	44954043
20230518	xinqing	8	1972877
20230518	xinqing	9	10103843
20230519	orders	8	22435061
20230519	orders	9	50222899
20230519	trades	8	16402292
20230519	trades	9	43138467
20230519	xinqing	8	1984824
20230519	xinqing	9	9970173
20230522	orders	8	21880310
20230522	orders	9	51217814
20230522	trades	8	15838129
20230522	trades	9	43833190
20230522	xinqing	8	1979524
20230522	xinqing	9	10183471
20230523	orders	8	20781117
20230523	orders	9	49195087
20230523	trades	8	14779052
20230523	trades	9	42669933
20230523	xinqing	8	1971105
20230523	xinqing	9	9989431
20230524	orders	8	21039917
20230524	orders	9	51026929
20230524	trades	8	15455666
20230524	trades	9	43892151
20230524	xinqing	8	1980516
20230524	xinqing	9	10038362
20230525	orders	8	20939950
20230525	orders	9	54687613
20230525	trades	8	14929752
20230525	trades	9	46754381
20230525	xinqing	8	1962992
20230525	xinqing	9	10396105
20230526	orders	8	21095486
20230526	orders	9	50254919
20230526	trades	8	15535563
20230526	trades	9	42802857
20230526	xinqing	8	1963955
20230526	xinqing	9	10009360
20230529	orders	8	23201911
20230529	orders	9	51724836
20230529	trades	8	17218847
20230529	trades	9	44595447
20230529	xinqing	8	1989924
20230529	xinqing	9	10048226
20230530	orders	8	20909357
20230530	orders	9	56557306
20230530	trades	8	14900804
20230530	trades	9	48561725
20230530	xinqing	8	1947653
20230530	xinqing	9	10192998
20230531	orders	8	22481211
20230531	orders	9	53237282
20230531	trades	8	16118938
20230531	trades	9	45800433
20230531	xinqing	8	1966338
20230531	xinqing	9	10063063
20230601	orders	8	23603432
20230601	orders	9	57945202
20230601	trades	8	17369032
20230601	trades	9	49654405
20230601	xinqing	8	1994392
20230601	xinqing	9	10355155
20230602	orders	8	23180468
20230602	orders	9	56116008
20230602	trades	8	16608717
20230602	trades	9	48149401
20230602	xinqing	8	1976842
20230602	xinqing	9	10278394
20230605	orders	8	23557008
20230605	orders	9	52142902
20230605	trades	8	17105880
20230605	trades	9	44941016
20230605	xinqing	8	2007774
20230605	xinqing	9	10159106
20230606	orders	8	22836422
20230606	orders	9	56730736
20230606	trades	8	16639706
20230606	trades	9	49255671
20230606	xinqing	8	1997825
20230606	xinqing	9	10230363
20230607	orders	8	21805011
20230607	orders	9	50887483
20230607	trades	8	15792981
20230607	trades	9	43392481
20230607	xinqing	8	1975579
20230607	xinqing	9	9924452
20230608	orders	8	22658894
20230608	orders	9	54819558
20230608	trades	8	16486584
20230608	trades	9	46755929
20230608	xinqing	8	1951785
20230608	xinqing	9	10165900
20230609	orders	8	22408624
20230609	orders	9	57765128
20230609	trades	8	16205050
20230609	trades	9	49779744
20230609	xinqing	8	1971040
20230609	xinqing	9	10228798
20230612	orders	8	23969169
20230612	orders	9	57177974
20230612	trades	8	17846775
20230612	trades	9	48933031
20230612	xinqing	8	2001812
20230612	xinqing	9	10498517
20230613	orders	8	23945722
20230613	orders	9	54853311
20230613	trades	8	17542910
20230613	trades	9	47396299
20230613	xinqing	8	1990241
20230613	xinqing	9	10016099
20230614	orders	8	24199070
20230614	orders	9	56186391
20230614	trades	8	17536085
20230614	trades	9	48741216
20230614	xinqing	8	1987576
20230614	xinqing	9	10165035
20230615	orders	8	23852545
20230615	orders	9	58383820
20230615	trades	8	17307531
20230615	trades	9	50475800
20230615	xinqing	8	1980706
20230615	xinqing	9	10196564
20230616	orders	8	24833503
20230616	orders	9	58310814
20230616	trades	8	17840750
20230616	trades	9	50528830
20230616	xinqing	8	2000038
20230616	xinqing	9	10340710
20230619	orders	8	25121130
20230619	orders	9	56420855
20230619	trades	8	18554720
20230619	trades	9	49801012
20230619	xinqing	8	2009384
20230619	xinqing	9	10332609
20230620	orders	8	24509893
20230620	orders	9	56088884
20230620	trades	8	17966535
20230620	trades	9	48603905
20230620	xinqing	8	1992339
20230620	xinqing	9	10164606
20230621	orders	8	23676672
20230621	orders	9	56169886
20230621	trades	8	17477374
20230621	trades	9	49194266
20230621	xinqing	8	1974776
20230621	xinqing	9	10191058
20230626	orders	8	25922022
20230626	orders	9	57404680
20230626	trades	8	20057801
20230626	trades	9	50648795
20230626	xinqing	8	2012676
20230626	xinqing	9	10381767
20230627	orders	8	24259076
20230627	orders	9	55521137
20230627	trades	8	17894515
20230627	trades	9	47268969
20230627	xinqing	8	2008723
20230627	xinqing	9	10251758
20230628	orders	8	25237991
20230628	orders	9	54922822
20230628	trades	8	18882712
20230628	trades	9	46597196
20230628	xinqing	8	2008448
20230628	xinqing	9	10155464
20230629	orders	8	22713974
20230629	orders	9	53553745
20230629	trades	8	16357895
20230629	trades	9	46346883
20230629	xinqing	8	1977792
20230629	xinqing	9	10243814
20230630	orders	8	23974084
20230630	orders	9	56023729
20230630	trades	8	17077970
20230630	trades	9	47650891
20230630	xinqing	8	2018569
20230630	xinqing	9	10356805
20230703	orders	8	27158273
20230703	orders	9	59837292
20230703	trades	8	20397007
20230703	trades	9	51749010
20230703	xinqing	8	2036492
20230703	xinqing	9	10523643
20230704	orders	8	24370654
20230704	orders	9	57423492
20230704	trades	8	17358251
20230704	trades	9	49611539
20230704	xinqing	8	1995724
20230704	xinqing	9	10241940
20230705	orders	8	23078954
20230705	orders	9	54094813
20230705	trades	8	16253399
20230705	trades	9	46771450
20230705	xinqing	8	1976413
20230705	xinqing	9	10019748
20230706	orders	8	22859592
20230706	orders	9	51894958
20230706	trades	8	16359970
20230706	trades	9	44408800
20230706	xinqing	8	1957893
20230706	xinqing	9	9985282
20230707	orders	8	23359228
20230707	orders	9	51901423
20230707	trades	8	17075869
20230707	trades	9	43767123
20230707	xinqing	8	1970088
20230707	xinqing	9	9928042
20230710	orders	8	22736623
20230710	orders	9	48935976
20230710	trades	8	16358099
20230710	trades	9	41690424
20230710	xinqing	8	1978702
20230710	xinqing	9	9933704
20230711	orders	8	21028885
20230711	orders	9	50141595
20230711	trades	8	14844347
20230711	trades	9	42607357
20230711	xinqing	8	1949676
20230711	xinqing	9	9868513
20230712	orders	8	22741719
20230712	orders	9	55738016
20230712	trades	8	16097901
20230712	trades	9	48645469
20230712	xinqing	8	1965150
20230712	xinqing	9	10047928
20230713	orders	8	24131818
20230713	orders	9	54530592
20230713	trades	8	17375663
20230713	trades	9	47098610
20230713	xinqing	8	1990427
20230713	xinqing	9	10161252
20230714	orders	8	23300266
20230714	orders	9	52849035
20230714	trades	8	16703619
20230714	trades	9	45627255
20230714	xinqing	8	1959334
20230714	xinqing	9	9956189
20230717	orders	8	24551189
20230717	orders	9	52094794
20230717	trades	8	18329533
20230717	trades	9	44593326
20230717	xinqing	8	2005742
20230717	xinqing	9	10081691
20230718	orders	8	21533503
20230718	orders	9	53123504
20230718	trades	8	15399268
20230718	trades	9	45450650
20230718	xinqing	8	1950486
20230718	xinqing	9	10088789
20230719	orders	8	21066924
20230719	orders	9	48844323
20230719	trades	8	14655370
20230719	trades	9	41395799
20230719	xinqing	8	1972354
20230719	xinqing	9	9844686
20230720	orders	8	22021260
20230720	orders	9	53069184
20230720	trades	8	15767886
20230720	trades	9	46681328
20230720	xinqing	8	1979710
20230720	xinqing	9	10355525
20230721	orders	8	21518618
20230721	orders	9	50849875
20230721	trades	8	15237542
20230721	trades	9	43542013
20230721	xinqing	8	1974067
20230721	xinqing	9	10178833
20230724	orders	8	21766454
20230724	orders	9	48439257
20230724	trades	8	15748343
20230724	trades	9	41477189
20230724	xinqing	8	1968535
20230724	xinqing	9	9936758
20230725	orders	8	26275377
20230725	orders	9	57432209
20230725	trades	8	19389190
20230725	trades	9	49768840
20230725	xinqing	8	2019170
20230725	xinqing	9	10361029
20230726	orders	8	24441085
20230726	orders	9	53412037
20230726	trades	8	17472478
20230726	trades	9	46130756
20230726	xinqing	8	2007588
20230726	xinqing	9	10179407
20230727	orders	8	22757218
20230727	orders	9	53763401
20230727	trades	8	16037419
20230727	trades	9	46363612
20230727	xinqing	8	1998032
20230727	xinqing	9	10221143
20230728	orders	8	22461083
20230728	orders	9	63575981
20230728	trades	8	16113617
20230728	trades	9	54947329
20230728	xinqing	8	1980922
20230728	xinqing	9	10604207
20230731	orders	8	29692954
20230731	orders	9	64713516
20230731	trades	8	22797193
20230731	trades	9	57302385
20230731	xinqing	8	2062811
20230731	xinqing	9	10793326
20230801	orders	8	27255100
20230801	orders	9	64165458
20230801	trades	8	19938258
20230801	trades	9	55440510
20230801	xinqing	8	2041838
20230801	xinqing	9	10662320
20230802	orders	8	25367140
20230802	orders	9	58512555
20230802	trades	8	18198975
20230802	trades	9	50330717
20230802	xinqing	8	2004783
20230802	xinqing	9	10330870
20230803	orders	8	23883804
20230803	orders	9	58024967
20230803	trades	8	16995304
20230803	trades	9	50065636
20230803	xinqing	8	1988252
20230803	xinqing	9	10240399
20230804	orders	8	26715958
20230804	orders	9	63488530
20230804	trades	8	19427626
20230804	trades	9	55002384
20230804	xinqing	8	2020940
20230804	xinqing	9	10371797
20230807	orders	8	26284754
20230807	orders	9	56423311
20230807	trades	8	19954174
20230807	trades	9	49806376
20230807	xinqing	8	2023574
20230807	xinqing	9	10268401
20230808	orders	8	22247829
20230808	orders	9	55714658
20230808	trades	8	15950230
20230808	trades	9	47893028
20230808	xinqing	8	1967684
20230808	xinqing	9	10062272
20230809	orders	8	21608978
20230809	orders	9	52162944
20230809	trades	8	14841941
20230809	trades	9	45244842
20230809	xinqing	8	1946762
20230809	xinqing	9	10025512
20230810	orders	8	19790263
20230810	orders	9	48572712
20230810	trades	8	13961655
20230810	trades	9	41511211
20230810	xinqing	8	1946734
20230810	xinqing	9	9776823
20230811	orders	8	20759207
20230811	orders	9	55116267
20230811	trades	8	14783872
20230811	trades	9	49013081
20230811	xinqing	8	1950303
20230811	xinqing	9	10226522
20230814	orders	8	22922490
20230814	orders	9	53594997
20230814	trades	8	17224511
20230814	trades	9	45739258
20230814	xinqing	8	1992878
20230814	xinqing	9	10196101
20230815	orders	8	21248581
20230815	orders	9	52474474
20230815	trades	8	15107241
20230815	trades	9	43897452
20230815	xinqing	8	1957994
20230815	xinqing	9	10053846
20230816	orders	8	19319214
20230816	orders	9	52150166
20230816	trades	8	13496726
20230816	trades	9	44256470
20230816	xinqing	8	1932336
20230816	xinqing	9	9868551
20230817	orders	8	21056885
20230817	orders	9	57205704
20230817	trades	8	15274693
20230817	trades	9	48145600
20230817	xinqing	8	1976461
20230817	xinqing	9	10444343
20230818	orders	8	21705202
20230818	orders	9	54443874
20230818	trades	8	15426575
20230818	trades	9	47134322
20230818	xinqing	8	1981602
20230818	xinqing	9	10267552
20230821	orders	8	22846043
20230821	orders	9	52364775
20230821	trades	8	16982302
20230821	trades	9	44776882
20230821	xinqing	8	1998142
20230821	xinqing	9	10245405
20230822	orders	8	21839293
20230822	orders	9	62310461
20230822	trades	8	16032757
20230822	trades	9	53146359
20230822	xinqing	8	2003014
20230822	xinqing	9	10734479
20230823	orders	8	21827131
20230823	orders	9	54457843
20230823	trades	8	15968169
20230823	trades	9	46504473
20230823	xinqing	8	1977373
20230823	xinqing	9	10092666
20230824	orders	8	22138353
20230824	orders	9	56613293
20230824	trades	8	16519906
20230824	trades	9	47855898
20230824	xinqing	8	1997398
20230824	xinqing	9	10248055
20230825	orders	8	22705559
20230825	orders	9	59285901
20230825	trades	8	16757560
20230825	trades	9	50383043
20230825	xinqing	8	1990650
20230825	xinqing	9	10472073
20230828	orders	8	35254000
20230828	orders	9	69397721
20230828	trades	8	27551123
20230828	trades	9	60834348
20230828	xinqing	8	2160456
20230828	xinqing	9	10956127
20230829	orders	8	27290387
20230829	orders	9	72447549
20230829	trades	8	20937298
20230829	trades	9	63153390
20230829	xinqing	8	2062009
20230829	xinqing	9	11117362
20230830	orders	8	28232107
20230830	orders	9	63037290
20230830	trades	8	20932727
20230830	trades	9	54070759
20230830	xinqing	8	2071854
20230830	xinqing	9	10645231
20230831	orders	8	26250042
20230831	orders	9	58156775
20230831	trades	8	19140386
20230831	trades	9	49793129
20230831	xinqing	8	2045937
20230831	xinqing	9	10357719
20230901	orders	8	23300241
20230901	orders	9	54410723
20230901	trades	8	16748921
20230901	trades	9	46670610
20230901	xinqing	8	2005416
20230901	xinqing	9	10277514
20230904	orders	8	24075500
20230904	orders	9	63411662
20230904	trades	8	17336231
20230904	trades	9	55039108
20230904	xinqing	8	2026220
20230904	xinqing	9	10835512
20230905	orders	8	24246720
20230905	orders	9	54568932
20230905	trades	8	17413196
20230905	trades	9	47169698
20230905	xinqing	8	2027173
20230905	xinqing	9	10369492
20230906	orders	8	20702383
20230906	orders	9	52168089
20230906	trades	8	14391962
20230906	trades	9	44170965
20230906	xinqing	8	1968186
20230906	xinqing	9	10205314
20230907	orders	8	21848669
20230907	orders	9	52068529
20230907	trades	8	15430889
20230907	trades	9	44890974
20230907	xinqing	8	1954278
20230907	xinqing	9	10139693
20230908	orders	8	18162695
20230908	orders	9	47076043
20230908	trades	8	12998824
20230908	trades	9	40401587
20230908	xinqing	8	1901565
20230908	xinqing	9	9785853
20230911	orders	8	23132161
20230911	orders	9	56204769
20230911	trades	8	16850652
20230911	trades	9	47988356
20230911	xinqing	8	1963466
20230911	xinqing	9	10382491
20230912	orders	8	21353525
20230912	orders	9	47908887
20230912	trades	8	14907063
20230912	trades	9	40912430
20230912	xinqing	8	1928142
20230912	xinqing	9	9783287
20230913	orders	8	20266419
20230913	orders	9	51023789
20230913	trades	8	14750010
20230913	trades	9	43416159
20230913	xinqing	8	1819792
20230913	xinqing	9	10118325
20230914	orders	8	19417580
20230914	orders	9	49171447
20230914	trades	8	14036634
20230914	trades	9	41694944
20230914	xinqing	8	1890168
20230914	xinqing	9	9871279
20230915	orders	8	20153144
20230915	orders	9	52747124
20230915	trades	8	14152992
20230915	trades	9	44646081
20230915	xinqing	8	1908582
20230915	xinqing	9	10151413
20230918	orders	8	21992485
20230918	orders	9	53597437
20230918	trades	8	15801909
20230918	trades	9	45214077
20230918	xinqing	8	1934251
20230918	xinqing	9	10254952
20230919	orders	8	21124854
20230919	orders	9	49203539
20230919	trades	8	15053119
20230919	trades	9	41723715
20230919	xinqing	8	1947087
20230919	xinqing	9	9876348
20230920	orders	8	20435678
20230920	orders	9	46834353
20230920	trades	8	14233249
20230920	trades	9	39465189
20230920	xinqing	8	1910921
20230920	xinqing	9	9702835
20230921	orders	8	19479304
20230921	orders	9	49626044
20230921	trades	8	13629683
20230921	trades	9	41210247
20230921	xinqing	8	1909739
20230921	xinqing	9	9884021
20230922	orders	8	19943930
20230922	orders	9	56346907
20230922	trades	8	14020268
20230922	trades	9	47215067
20230922	xinqing	8	1907292
20230922	xinqing	9	10212986
20230925	orders	8	22204510
20230925	orders	9	51430982
20230925	trades	8	16025461
20230925	trades	9	43477604
20230925	xinqing	8	1941211
20230925	xinqing	9	9895925
20230926	orders	8	19454673
20230926	orders	9	47296670
20230926	trades	8	13683764
20230926	trades	9	39637918
20230926	xinqing	8	1869358
20230926	xinqing	9	9541614
20230927	orders	8	20361950
20230927	orders	9	51737334
20230927	trades	8	14376381
20230927	trades	9	43431708
20230927	xinqing	8	1916292
20230927	xinqing	9	9885630
20230928	orders	8	20424668
20230928	orders	9	51386827
20230928	trades	8	14571616
20230928	trades	9	43374411
20230928	xinqing	8	1906543
20230928	xinqing	9	9970991
20231009	orders	8	22017085
20231009	orders	9	54772913
20231009	trades	8	17499966
20231009	trades	9	47474337
20231009	xinqing	8	1845373
20231009	xinqing	9	10273390
20231010	orders	8	23266676
20231010	orders	9	51742891
20231010	trades	8	17302476
20231010	trades	9	44574474
20231010	xinqing	8	1928221
20231010	xinqing	9	9784386
20231011	orders	8	22559478
20231011	orders	9	54885727
20231011	trades	8	16460858
20231011	trades	9	46822095
20231011	xinqing	8	1922158
20231011	xinqing	9	10031974
20231012	orders	8	23355108
20231012	orders	9	53575031
20231012	trades	8	16990811
20231012	trades	9	45270741
20231012	xinqing	8	1915221
20231012	xinqing	9	9903810
20231013	orders	8	23046928
20231013	orders	9	51607145
20231013	trades	8	16736012
20231013	trades	9	44259875
20231013	xinqing	8	1918147
20231013	xinqing	9	9745607
20231016	orders	8	24163502
20231016	orders	9	53931728
20231016	trades	8	18312360
20231016	trades	9	46543853
20231016	xinqing	8	1933647
20231016	xinqing	9	9916413
20231017	orders	8	22807069
20231017	orders	9	52257579
20231017	trades	8	16728829
20231017	trades	9	43885441
20231017	xinqing	8	1912421
20231017	xinqing	9	9686970
20231018	orders	8	23099377
20231018	orders	9	51196476
20231018	trades	8	17269767
20231018	trades	9	43732384
20231018	xinqing	8	1896516
20231018	xinqing	9	9666865
20231019	orders	8	24012892
20231019	orders	9	55502035
20231019	trades	8	18006221
20231019	trades	9	47174941
20231019	xinqing	8	1918961
20231019	xinqing	9	9945028
20231020	orders	8	23254268
20231020	orders	9	52558198
20231020	trades	8	17316454
20231020	trades	9	43988675
20231020	xinqing	8	1914729
20231020	xinqing	9	9742652
20231023	orders	8	23647274
20231023	orders	9	53922603
20231023	trades	8	18097271
20231023	trades	9	46697699
20231023	xinqing	8	1929079
20231023	xinqing	9	10086798
20231024	orders	8	24564762
20231024	orders	9	60532591
20231024	trades	8	18627310
20231024	trades	9	51126598
20231024	xinqing	8	1945603
20231024	xinqing	9	10355835
20231025	orders	8	28628358
20231025	orders	9	57383772
20231025	trades	8	21703531
20231025	trades	9	48859336
20231025	xinqing	8	1990693
20231025	xinqing	9	10078775
20231026	orders	8	26307953
20231026	orders	9	58854113
20231026	trades	8	19457677
20231026	trades	9	49021201
20231026	xinqing	8	1964211
20231026	xinqing	9	10164474
20231027	orders	8	27274623
20231027	orders	9	63978494
20231027	trades	8	20319535
20231027	trades	9	53752490
20231027	xinqing	8	1977184
20231027	xinqing	9	10629589
20231030	orders	8	29759030
20231030	orders	9	67497396
20231030	trades	8	22461207
20231030	trades	9	58197863
20231030	xinqing	8	2017887
20231030	xinqing	9	10871925
20231031	orders	8	27924012
20231031	orders	9	62170381
20231031	trades	8	20583642
20231031	trades	9	53029622
20231031	xinqing	8	2015425
20231031	xinqing	9	10535520
20231101	orders	8	26126403
20231101	orders	9	56779928
20231101	trades	8	18935384
20231101	trades	9	48132826
20231101	xinqing	8	1984815
20231101	xinqing	9	10495768
20231102	orders	8	24175267
20231102	orders	9	54301621
20231102	trades	8	17364784
20231102	trades	9	45957955
20231102	xinqing	8	1964994
20231102	xinqing	9	10203919
20231103	orders	8	23190490
20231103	orders	9	57151403
20231103	trades	8	16704068
20231103	trades	9	48072677
20231103	xinqing	8	1968272
20231103	xinqing	9	10396612
20231106	orders	8	27403108
20231106	orders	9	63231520
20231106	trades	8	20521517
20231106	trades	9	55093041
20231106	xinqing	8	2008113
20231106	xinqing	9	10848228
20231107	orders	8	26277670
20231107	orders	9	60142058
20231107	trades	8	19002619
20231107	trades	9	51142430
20231107	xinqing	8	1989166
20231107	xinqing	9	10641181
20231108	orders	8	25453621
20231108	orders	9	61019634
20231108	trades	8	18307973
20231108	trades	9	52233580
20231108	xinqing	8	1970543
20231108	xinqing	9	10519044
20231109	orders	8	26063061
20231109	orders	9	59064458
20231109	trades	8	18855223
20231109	trades	9	49847870
20231109	xinqing	8	1980877
20231109	xinqing	9	10404448
20231110	orders	8	24108499
20231110	orders	9	54999984
20231110	trades	8	17325038
20231110	trades	9	46278819
20231110	xinqing	8	1962926
20231110	xinqing	9	10180622
20231113	orders	8	24338698
20231113	orders	9	57254580
