day	stream	len	count
20240424	orders	9	60015186
20240424	trades	8	18056158
20240424	trades	9	50116139
20240424	xinqing	8	1990247
20240424	xinqing	9	10510912
20240425	orders	8	25929136
20240425	orders	9	58670130
20240425	trades	8	18688483
20240425	trades	9	48811913
20240425	xinqing	8	2022247
20240425	xinqing	9	10523205
20240426	orders	8	30142108
20240426	orders	9	73461315
20240426	trades	8	22540198
20240426	trades	9	63560333
20240426	xinqing	8	2039216
20240426	xinqing	9	11067958
20240429	orders	8	34106672
20240429	orders	9	79557419
20240429	trades	8	26407727
20240429	trades	9	69649953
20240429	xinqing	8	2081428
20240429	xinqing	9	11366167
20240430	orders	8	33774271
20240430	orders	9	70439648
20240430	trades	8	25767854
20240430	trades	9	60183335
20240430	xinqing	8	2067443
20240430	xinqing	9	10876676
20240506	orders	8	32546946
20240506	orders	9	70248610
20240506	trades	8	24746907
20240506	trades	9	61546651
20240506	xinqing	8	2094468
20240506	xinqing	9	11166234
20240507	orders	8	28513261
20240507	orders	9	65567140
20240507	trades	8	20427953
20240507	trades	9	55896009
20240507	xinqing	8	2065665
20240507	xinqing	9	10866631
20240508	orders	8	26727122
20240508	orders	9	60320524
20240508	trades	8	18971822
20240508	trades	9	51560177
20240508	xinqing	8	2035465
20240508	xinqing	9	10653267
20240509	orders	8	25197564
20240509	orders	9	60925582
20240509	trades	8	17673811
20240509	trades	9	51232390
20240509	xinqing	8	2040016
20240509	xinqing	9	10685777
20240510	orders	8	27461238
20240510	orders	9	61984033
20240510	trades	8	20102881
20240510	trades	9	52695175
20240510	xinqing	8	2051149
20240510	xinqing	9	10716055
20240513	orders	8	29684515
20240513	orders	9	62673012
20240513	trades	8	22154392
20240513	trades	9	53230191
20240513	xinqing	8	2052673
20240513	xinqing	9	10643053
20240514	orders	8	26087738
20240514	orders	9	58995937
20240514	trades	8	18642518
20240514	trades	9	49743633
20240514	xinqing	8	2016276
20240514	xinqing	9	10422255
20240515	orders	8	25021257
20240515	orders	9	55335680
20240515	trades	8	18041517
20240515	trades	9	47112015
20240515	xinqing	8	2010291
20240515	xinqing	9	10160562
20240516	orders	8	25342666
20240516	orders	9	61021155
20240516	trades	8	18006669
20240516	trades	9	51889995
20240516	xinqing	8	2013937
20240516	xinqing	9	10469720
20240517	orders	8	25899481
20240517	orders	9	61481741
20240517	trades	8	18670912
20240517	trades	9	52847987
20240517	xinqing	8	2014871
20240517	xinqing	9	10479839
20240520	orders	8	29046260
20240520	orders	9	65776228
20240520	trades	8	21847031
20240520	trades	9	56623102
20240520	xinqing	8	2048532
20240520	xinqing	9	10733620
20240521	orders	8	26370546
20240521	orders	9	57460637
20240521	trades	8	19263786
20240521	trades	9	48961847
20240521	xinqing	8	2025325
20240521	xinqing	9	10299794
20240522	orders	8	23140853
20240522	orders	9	58949255
20240522	trades	8	16070507
20240522	trades	9	49996351
20240522	xinqing	8	1991799
20240522	xinqing	9	10270045
20240523	orders	8	26092350
20240523	orders	9	58864388
20240523	trades	8	19362745
20240523	trades	9	51105468
20240523	xinqing	8	2012105
20240523	xinqing	9	10516213
20240524	orders	8	23578734
20240524	orders	9	54316514
20240524	trades	8	16897247
20240524	trades	9	46349121
20240524	xinqing	8	1974497
20240524	xinqing	9	10028295
20240527	orders	8	24832678
20240527	orders	9	57411233
20240527	trades	8	18563096
20240527	trades	9	48487062
20240527	xinqing	8	1988127
20240527	xinqing	9	10210803
20240528	orders	8	24090711
20240528	orders	9	55262153
20240528	trades	8	17453055
20240528	trades	9	46845354
20240528	xinqing	8	1965738
20240528	xinqing	9	10011760
20240529	orders	8	23559820
20240529	orders	9	53508945
20240529	trades	8	16944605
20240529	trades	9	44444489
20240529	xinqing	8	1963781
20240529	xinqing	9	9902175
20240530	orders	8	23610133
20240530	orders	9	55079391
20240530	trades	8	16811288
20240530	trades	9	46023993
20240530	xinqing	8	1959222
20240530	xinqing	9	9934011
20240531	orders	8	22371454
20240531	orders	9	51566597
20240531	trades	8	15906487
20240531	trades	9	43198865
20240531	xinqing	8	1949377
20240531	xinqing	9	9881125
20240603	orders	8	24668801
20240603	orders	9	62666592
20240603	trades	8	18362777
20240603	trades	9	53477164
20240603	xinqing	8	1991206
20240603	xinqing	9	10691465
20240604	orders	8	23753373
20240604	orders	9	59059943
20240604	trades	8	17263086
20240604	trades	9	49715557
20240604	xinqing	8	1988062
20240604	xinqing	9	10284278
20240605	orders	8	22908403
20240605	orders	9	53211687
20240605	trades	8	16420504
20240605	trades	9	44864301
20240605	xinqing	8	1966366
20240605	xinqing	9	9989298
20240606	orders	8	23115536
20240606	orders	9	69437137
20240606	trades	8	17317196
20240606	trades	9	59748515
20240606	xinqing	8	1990893
20240606	xinqing	9	10961931
20240607	orders	8	24040620
20240607	orders	9	58856596
20240607	trades	8	18099585
20240607	trades	9	49484473
20240607	xinqing	8	2010445
20240607	xinqing	9	10204376
20240611	orders	8	24004583
20240611	orders	9	57559001
20240611	trades	8	17846179
20240611	trades	9	48428459
20240611	xinqing	8	1949908
20240611	xinqing	9	10029927
20240612	orders	8	21652788
20240612	orders	9	52776272
20240612	trades	8	15733224
20240612	trades	9	44334076
20240612	xinqing	8	1945205
20240612	xinqing	9	9830844
20240613	orders	8	22077755
20240613	orders	9	54363969
20240613	trades	8	15962011
20240613	trades	9	46073704
20240613	xinqing	8	1946447
20240613	xinqing	9	9647417
20240614	orders	8	21166554
20240614	orders	9	60048461
20240614	trades	8	15126549
20240614	trades	9	51095387
20240614	xinqing	8	1904112
20240614	xinqing	9	9947528
20240617	orders	8	19666003
20240617	orders	9	45745109
20240617	trades	8	19122942
20240617	trades	9	53651853
20240617	xinqing	8	1905652
20240617	xinqing	9	9639956
20240618	orders	8	21366609
20240618	orders	9	52444748
20240618	trades	8	15534687
20240618	trades	9	44163011
20240618	xinqing	8	1906537
20240618	xinqing	9	9721572
20240619	orders	8	20950835
20240619	orders	9	49797477
20240619	trades	8	14989619
20240619	trades	9	42432497
20240619	xinqing	8	1900039
20240619	xinqing	9	9470725
20240620	orders	8	20715966
20240620	orders	9	52396942
20240620	trades	8	15092539
20240620	trades	9	44944316
20240620	xinqing	8	1903564
20240620	xinqing	9	9808620
20240621	orders	8	20650682
20240621	orders	9	47562924
20240621	trades	8	14926246
20240621	trades	9	39848831
20240621	xinqing	8	1891380
20240621	xinqing	9	9337011
20240624	orders	8	21712973
20240624	orders	9	55818619
20240624	trades	8	16259984
20240624	trades	9	48232983
20240624	xinqing	8	1930515
20240624	xinqing	9	10029100
20240625	orders	8	20826900
20240625	orders	9	53193429
20240625	trades	8	15256036
20240625	trades	9	44867491
20240625	xinqing	8	1902618
20240625	xinqing	9	9687730
20240626	orders	8	19558331
20240626	orders	9	52155867
20240626	trades	8	13914533
20240626	trades	9	43919738
20240626	xinqing	8	1864148
20240626	xinqing	9	9849098
20240627	orders	8	19529026
20240627	orders	9	50463011
20240627	trades	8	13869227
20240627	trades	9	43159715
20240627	xinqing	8	1900808
20240627	xinqing	9	9514135
20240628	orders	8	20071939
20240628	orders	9	53973287
20240628	trades	8	14393943
20240628	trades	9	45229734
20240628	xinqing	8	1892368
20240628	xinqing	9	9736398
20240701	orders	8	20474115
20240701	orders	9	52986670
20240701	trades	8	15276445
20240701	trades	9	45417461
20240701	xinqing	8	1876441
20240701	xinqing	9	9862429
20240702	orders	8	21395977
20240702	orders	9	51025143
20240702	trades	8	15377959
20240702	trades	9	43034991
20240702	xinqing	8	1908890
20240702	xinqing	9	9578430
20240703	orders	8	19626931
20240703	orders	9	45750833
20240703	trades	8	13831093
20240703	trades	9	37920042
20240703	xinqing	8	1881826
20240703	xinqing	9	9245675
20240704	orders	8	19136662
20240704	orders	9	48422102
20240704	trades	8	13518634
20240704	trades	9	41245747
20240704	xinqing	8	1877617
20240704	xinqing	9	9663928
20240705	orders	8	19131056
20240705	orders	9	48726209
20240705	trades	8	13631258
20240705	trades	9	40107289
20240705	xinqing	8	1866924
20240705	xinqing	9	9461139
20240708	orders	8	19703354
20240708	orders	9	48100045
20240708	trades	8	14414571
20240708	trades	9	40822170
20240708	xinqing	8	1891008
20240708	xinqing	9	9366269
20240709	orders	8	19937153
20240709	orders	9	58305448
20240709	trades	8	14463269
20240709	trades	9	49407660
20240709	xinqing	8	1867412
20240709	xinqing	9	10234396
20240710	orders	8	23431274
20240710	orders	9	49952961
20240710	trades	8	17456073
20240710	trades	9	41883954
20240710	xinqing	8	1917253
20240710	xinqing	9	9435929
20240711	orders	8	23304115
20240711	orders	9	57813739
20240711	trades	8	17107379
20240711	trades	9	48332190
20240711	xinqing	8	1946523
20240711	xinqing	9	10050177
20240712	orders	8	22618748
20240712	orders	9	49247169
20240712	trades	8	16538827
20240712	trades	9	41407662
20240712	xinqing	8	1933956
20240712	xinqing	9	9483664
20240715	orders	8	22340134
20240715	orders	9	46205111
20240715	trades	8	16497281
20240715	trades	9	39121855
20240715	xinqing	8	1919529
20240715	xinqing	9	9207328
20240716	orders	8	19050583
20240716	orders	9	48028811
20240716	trades	8	13464845
20240716	trades	9	40405385
20240716	xinqing	8	1840214
20240716	xinqing	9	9185538
20240717	orders	8	19915277
20240717	orders	9	48954842
20240717	trades	8	14437267
20240717	trades	9	42364875
20240717	xinqing	8	1858962
20240717	xinqing	9	9350768
20240718	orders	8	21375088
20240718	orders	9	48893681
20240718	trades	8	15965137
20240718	trades	9	41322371
20240718	xinqing	8	1916009
20240718	xinqing	9	9481544
20240719	orders	8	19018417
20240719	orders	9	48853924
20240719	trades	8	13568014
20240719	trades	9	41806167
20240719	xinqing	8	1835581
20240719	xinqing	9	9379078
20240722	orders	8	20704920
20240722	orders	9	47255311
20240722	trades	8	15343068
20240722	trades	9	39804068
20240722	xinqing	8	1859217
20240722	xinqing	9	9228688
20240723	orders	8	19142336
20240723	orders	9	48366834
20240723	trades	8	13684716
20240723	trades	9	41736491
20240723	xinqing	8	1861766
20240723	xinqing	9	9243381
20240724	orders	8	20803025
20240724	orders	9	49180311
20240724	trades	8	15299034
20240724	trades	9	41807761
20240724	xinqing	8	1892295
20240724	xinqing	9	9318297
20240725	orders	8	19949139
20240725	orders	9	48433636
20240725	trades	8	14587307
20240725	trades	9	40197859
20240725	xinqing	8	1831042
20240725	xinqing	9	9252603
20240726	orders	8	19833114
20240726	orders	9	47122527
20240726	trades	8	14481512
20240726	trades	9	39237522
20240726	xinqing	8	1873419
20240726	xinqing	9	9138581
20240729	orders	8	20553780
20240729	orders	9	45306076
20240729	trades	8	14943375
20240729	trades	9	37894213
20240729	xinqing	8	1863758
20240729	xinqing	9	9125677
20240730	orders	8	19902949
20240730	orders	9	46723367
20240730	trades	8	14439096
20240730	trades	9	39251380
20240730	xinqing	8	1839482
20240730	xinqing	9	9206344
20240731	orders	8	23173068
20240731	orders	9	64218826
20240731	trades	8	17086070
20240731	trades	9	56452860
20240731	xinqing	8	1938946
20240731	xinqing	9	10477913
20240801	orders	8	26607227
20240801	orders	9	53790406
20240801	trades	8	19908910
20240801	trades	9	46048122
20240801	xinqing	8	1979054
20240801	xinqing	9	9933116
20240802	orders	8	23113831
20240802	orders	9	50765279
20240802	trades	8	16861947
20240802	trades	9	43558189
20240802	xinqing	8	1924499
20240802	xinqing	9	9701959
20240805	orders	8	24632529
20240805	orders	9	59682518
20240805	trades	8	18417217
20240805	trades	9	51634475
20240805	xinqing	8	1935849
20240805	xinqing	9	10137445
20240806	orders	8	23880077
20240806	orders	9	49998884
20240806	trades	8	17518623
20240806	trades	9	42062040
20240806	xinqing	8	1920493
20240806	xinqing	9	9577247
20240807	orders	8	21641968
20240807	orders	9	46417395
20240807	trades	8	15472243
20240807	trades	9	38609657
20240807	xinqing	8	1895512
20240807	xinqing	9	9364845
20240808	orders	8	20212627
20240808	orders	9	49937984
20240808	trades	8	15344476
20240808	trades	9	41929409
20240808	xinqing	8	1870946
20240808	xinqing	9	9586666
20240809	orders	8	20673505
20240809	orders	9	44512412
20240809	trades	8	14639029
20240809	trades	9	37906777
20240809	xinqing	8	1866170
20240809	xinqing	9	9285058
20240812	orders	8	19982629
20240812	orders	9	41587517
20240812	trades	8	14661534
20240812	trades	9	35098620
20240812	xinqing	8	1873974
20240812	xinqing	9	9066817
20240813	orders	8	18650305
20240813	orders	9	41107424
20240813	trades	8	13223327
20240813	trades	9	34391561
20240813	xinqing	8	1845812
20240813	xinqing	9	8928604
20240814	orders	8	18660392
20240814	orders	9	40258180
20240814	trades	8	13212837
20240814	trades	9	33864394
20240814	xinqing	8	1852763
20240814	xinqing	9	8904394
20240815	orders	8	19656812
20240815	orders	9	48122238
20240815	trades	8	14202530
20240815	trades	9	41105002
20240815	xinqing	8	1869371
20240815	xinqing	9	9523060
20240816	orders	8	19937574
20240816	orders	9	45012341
20240816	trades	8	14196258
20240816	trades	9	38918757
20240816	xinqing	8	1879316
20240816	xinqing	9	9352270
20240819	orders	8	20939060
20240819	orders	9	42661983
20240819	trades	8	15381029
20240819	trades	9	36441076
20240819	xinqing	8	1884155
20240819	xinqing	9	9071709
20240820	orders	8	19328931
20240820	orders	9	45586297
20240820	trades	8	14052926
20240820	trades	9	39548323
20240820	xinqing	8	1857468
20240820	xinqing	9	9426858
20240821	orders	8	18073544
20240821	orders	9	41791641
20240821	trades	8	12887040
20240821	trades	9	35564789
20240821	xinqing	8	1817802
20240821	xinqing	9	8848669
20240822	orders	8	18114281
20240822	orders	9	44474847
20240822	trades	8	12928505
20240822	trades	9	38218644
20240822	xinqing	8	1818091
20240822	xinqing	9	9075992
20240823	orders	8	19617954
20240823	orders	9	42313621
20240823	trades	8	14197420
20240823	trades	9	35663692
20240823	xinqing	8	1846807
20240823	xinqing	9	9063347
20240826	orders	8	21405118
20240826	orders	9	42063367
20240826	trades	8	15804992
20240826	trades	9	35766060
20240826	xinqing	8	1897937
20240826	xinqing	9	9049195
20240827	orders	8	19201815
20240827	orders	9	43158818
20240827	trades	8	13994209
20240827	trades	9	37032238
20240827	xinqing	8	1842586
20240827	xinqing	9	8996928
20240828	orders	8	19019293
20240828	orders	9	44023636
20240828	trades	8	13777375
20240828	trades	9	37190981
20240828	xinqing	8	1835807
20240828	xinqing	9	9205966
20240829	orders	8	19226505
20240829	orders	9	49607416
20240829	trades	8	14018444
20240829	trades	9	42873248
20240829	xinqing	8	1853589
20240829	xinqing	9	9659856
20240830	orders	8	23496527
20240830	orders	9	62469681
20240830	trades	8	17600806
20240830	trades	9	54879087
20240830	xinqing	8	1936343
20240830	xinqing	9	10511724
20240902	orders	8	24977507
20240902	orders	9	53249712
20240902	trades	8	18966484
20240902	trades	9	47696730
20240902	xinqing	8	1949138
20240902	xinqing	9	9831572
20240903	orders	8	21118113
20240903	orders	9	48794791
20240903	trades	8	15322831
20240903	trades	9	41563301
20240903	xinqing	8	1893403
20240903	xinqing	9	9426170
20240904	orders	8	21167687
20240904	orders	9	44584169
20240904	trades	8	15207768
20240904	trades	9	37881599
20240904	xinqing	8	1868411
20240904	xinqing	9	9182829
20240905	orders	8	19048117
20240905	orders	9	43636660
20240905	trades	8	13370145
20240905	trades	9	37099861
20240905	xinqing	8	1831353
20240905	xinqing	9	9230294
20240906	orders	8	19735749
20240906	orders	9	42742944
20240906	trades	8	14446849
20240906	trades	9	37022298
20240906	xinqing	8	1874085
20240906	xinqing	9	9268513
20240909	orders	8	21345953
20240909	orders	9	43242585
20240909	trades	8	15678652
20240909	trades	9	36342032
20240909	xinqing	8	1861769
20240909	xinqing	9	9153655
20240910	orders	8	19582560
20240910	orders	9	46390560
20240910	trades	8	14060231
20240910	trades	9	38835231
20240910	xinqing	8	1846103
20240910	xinqing	9	9449253
20240911	orders	8	18750931
20240911	orders	9	42914385
20240911	trades	8	13237056
20240911	trades	9	36684013
20240911	xinqing	8	1821100
20240911	xinqing	9	8941095
20240912	orders	8	20019526
20240912	orders	9	41255076
20240912	trades	8	14406031
20240912	trades	9	34913862
20240912	xinqing	8	1851954
20240912	xinqing	9	8835722
20240913	orders	8	19489541
20240913	orders	9	42453926
20240913	trades	8	14066510
20240913	trades	9	36556648
20240913	xinqing	8	1834875
20240913	xinqing	9	8986015
20240918	orders	8	18674556
20240918	orders	9	42553089
20240918	trades	8	14201706
20240918	trades	9	36710949
20240918	xinqing	8	1824258
20240918	xinqing	9	9219488
20240919	orders	8	20485141
20240919	orders	9	54578327
20240919	trades	8	14863805
20240919	trades	9	46954100
20240919	xinqing	8	1875578
20240919	xinqing	9	9850671
20240920	orders	8	20386167
20240920	orders	9	47921287
20240920	trades	8	14725270
20240920	trades	9	41242117
20240920	xinqing	8	1870216
20240920	xinqing	9	9396871
20240923	orders	8	22096376
20240923	orders	9	42869275
20240923	trades	8	16399767
20240923	trades	9	36519220
20240923	xinqing	8	1875195
20240923	xinqing	9	9006016
20240924	orders	8	22695529
20240924	orders	9	70471519
20240924	trades	8	16814914
20240924	trades	9	63463777
20240924	xinqing	8	1892660
20240924	xinqing	9	10727885
20240925	orders	8	34242098
20240925	orders	9	71117396
20240925	trades	8	27278897
20240925	trades	9	63369035
20240925	xinqing	8	2067464
20240925	xinqing	9	10859068
20240926	orders	8	25621569
20240926	orders	9	75699877
20240926	trades	8	18754795
20240926	trades	9	69254215
20240926	xinqing	8	1981108
20240926	xinqing	9	10903530
20240927	orders	8	38857837
20240927	orders	9	65813028
20240927	trades	8	31840502
20240927	trades	9	57563791
20240927	xinqing	8	2081484
20240927	xinqing	9	9010215
20240930	orders	8	52845139
20240930	orders	9	106221182
20240930	trades	8	45457745
20240930	trades	9	100950077
20240930	xinqing	8	2226947
20240930	xinqing	9	12371625
20241008	orders	8	52096386
20241008	orders	9	119483773
20241008	trades	8	40480955
20241008	trades	9	110615008
20241008	xinqing	8	2299110
20241008	xinqing	9	12382117
20241009	orders	8	56533342
20241009	orders	9	107364385
20241009	trades	8	43357438
20241009	trades	9	100516708
20241009	xinqing	8	2227411
20241009	xinqing	9	11979561
20241010	orders	8	47104042
20241010	orders	9	96512782
20241010	trades	8	35157313
20241010	trades	9	85742956
20241010	xinqing	8	2146209
20241010	xinqing	9	11649027
20241011	orders	8	36231553
20241011	orders	9	83524534
20241011	trades	8	27517384
20241011	trades	9	73436489
20241011	xinqing	8	2085302
20241011	xinqing	9	11134276
20241014	orders	8	35194734
20241014	orders	9	84200996
20241014	trades	8	27367519
20241014	trades	9	72972652
20241014	xinqing	8	2068266
20241014	xinqing	9	11160106
20241015	orders	8	34766410
20241015	orders	9	78265343
20241015	trades	8	26314087
20241015	trades	9	69968590
20241015	xinqing	8	2045420
20241015	xinqing	9	10876904
20241016	orders	8	33607095
20241016	orders	9	72066798
20241016	trades	8	24604522
20241016	trades	9	60928996
20241016	xinqing	8	2049895
20241016	xinqing	9	10659626
20241017	orders	8	31912958
20241017	orders	9	75034753
20241017	trades	8	23172151
20241017	trades	9	65399919
20241017	xinqing	8	2019678
20241017	xinqing	9	10718298
20241018	orders	8	31750900
20241018	orders	9	99615016
20241018	trades	8	23271237
20241018	trades	9	87871642
20241018	xinqing	8	2003734
20241018	xinqing	9	11453201
20241021	orders	8	39523031
20241021	orders	9	85896507
20241021	trades	8	30399465
20241021	trades	9	74906244
20241021	xinqing	8	2101019
20241021	xinqing	9	11259235
20241022	orders	8	38223447
20241022	orders	9	84067417
20241022	trades	8	28589751
20241022	trades	9	72233908
20241022	xinqing	8	2064672
20241022	xinqing	9	11128709
20241023	orders	8	37850063
20241023	orders	9	86875139
20241023	trades	8	27831816
20241023	trades	9	75039954
20241023	xinqing	8	2078440
20241023	xinqing	9	11233666
20241024	orders	8	37005731
20241024	orders	9	71408975
20241024	trades	8	27337762
20241024	trades	9	60801149
20241024	xinqing	8	2053551
20241024	xinqing	9	10583541
20241025	orders	8	35183634
20241025	orders	9	83014934
20241025	trades	8	25841527
20241025	trades	9	71145955
20241025	xinqing	8	2067023
20241025	xinqing	9	11275527
20241028	orders	8	42434519
20241028	orders	9	85427440
20241028	trades	8	32682961
20241028	trades	9	73406788
20241028	xinqing	8	2129278
20241028	xinqing	9	11441626
20241029	orders	8	47460584
20241029	orders	9	92476064
20241029	trades	8	36842964
20241029	trades	9	81304991
20241029	xinqing	8	2159509
20241029	xinqing	9	11532622
20241030	orders	8	44537671
20241030	orders	9	90110945
20241030	trades	8	33571509
20241030	trades	9	77488555
20241030	xinqing	8	2102290
20241030	xinqing	9	11380080
20241031	orders	8	46585903
20241031	orders	9	102658477
20241031	trades	8	35537106
20241031	trades	9	89079257
20241031	xinqing	8	2103480
20241031	xinqing	9	11525296
20241101	orders	8	57846256
20241101	orders	9	103732581
20241101	trades	8	45581629
20241101	trades	9	90969629
20241101	xinqing	8	2136278
20241101	xinqing	9	11518447
20241104	orders	8	46191771
20241104	orders	9	87028553
20241104	trades	8	34419869
20241104	trades	9	74341850
20241104	xinqing	8	2093608
20241104	xinqing	9	11003332
20241105	orders	8	45138084
20241105	orders	9	107052082
20241105	trades	8	33719417
20241105	trades	9	94534715
20241105	xinqing	8	2094526
20241105	xinqing	9	11655374
20241106	orders	8	51322879
20241106	orders	9	110745630
20241106	trades	8	39127512
20241106	trades	9	97601332
20241106	xinqing	8	2141659
20241106	xinqing	9	11558057
20241107	orders	8	52451261
20241107	orders	9	110966120
20241107	trades	8	40464029
20241107	trades	9	97242788
20241107	xinqing	8	2130373
20241107	xinqing	9	11707741
20241108	orders	8	57423257
20241108	orders	9	111643230
20241108	trades	8	43669106
20241108	trades	9	98384650
20241108	xinqing	8	2182971
20241108	xinqing	9	11742333
20241111	orders	8	48750011
20241111	orders	9	103440995
20241111	trades	8	37427880
20241111	trades	9	90563474
20241111	xinqing	8	2129797
20241111	xinqing	9	11574318
20241112	orders	8	52092639
20241112	orders	9	108489774
20241112	trades	8	39101121
20241112	trades	9	97047474
20241112	xinqing	8	2148470
20241112	xinqing	9	11764992
20241113	orders	8	44038281
20241113	orders	9	95907369
20241113	trades	8	32589164
20241113	trades	9	82247563
20241113	xinqing	8	2112409
20241113	xinqing	9	11351663
20241114	orders	8	40151284
20241114	orders	9	89720365
20241114	trades	8	29126529
20241114	trades	9	79633736
20241114	xinqing	8	2090955
20241114	xinqing	9	11244969
20241115	orders	8	38513646
20241115	orders	9	92141500
20241115	trades	8	28669126
20241115	trades	9	80711498
20241115	xinqing	8	2083499
20241115	xinqing	9	11249773
20241118	orders	8	45993808
20241118	orders	9	89163834
20241118	trades	8	36235208
20241118	trades	9	76778948
20241118	xinqing	8	2112859
20241118	xinqing	9	11138044
20241119	orders	8	37173712
20241119	orders	9	87064275
20241119	trades	8	27888005
20241119	trades	9	75082265
20241119	xinqing	8	2051493
20241119	xinqing	9	11023633
20241120	orders	8	36477455
20241120	orders	9	86799075
20241120	trades	8	26611420
20241120	trades	9	73688234
20241120	xinqing	8	2068689
20241120	xinqing	9	11257376
20241121	orders	8	38649941
20241121	orders	9	85237859
20241121	trades	8	28450548
20241121	trades	9	72907168
20241121	xinqing	8	2090504
20241121	xinqing	9	11073708
20241122	orders	8	36456852
20241122	orders	9	98821281
20241122	trades	8	26359126
20241122	trades	9	88470145
20241122	xinqing	8	2063181
20241122	xinqing	9	11463421
20241125	orders	8	40924701
20241125	orders	9	84227411
20241125	trades	8	31420844
20241125	trades	9	71715387
20241125	xinqing	8	2086313
20241125	xinqing	9	11077800
20241126	orders	8	36696720
20241126	orders	9	75721529
20241126	trades	8	27022355
20241126	trades	9	64279316
20241126	xinqing	8	2064535
20241126	xinqing	9	10835784
20241127	orders	8	37588231
20241127	orders	9	85526901
20241127	trades	8	28230092
20241127	trades	9	73353292
20241127	xinqing	8	2076318
20241127	xinqing	9	11159600
20241128	orders	8	39247181
20241128	orders	9	81899832
20241128	trades	8	29174530
20241128	trades	9	70722059
20241128	xinqing	8	2091842
20241128	xinqing	9	11160147
20241129	orders	8	35869472
20241129	orders	9	95166443
20241129	trades	8	26105185
20241129	trades	9	82141770
20241129	xinqing	8	2066351
20241129	xinqing	9	11505854
20241202	orders	8	41128125
20241202	orders	9	91404152
20241202	trades	8	30796039
20241202	trades	9	79497202
20241202	xinqing	8	2123479
20241202	xinqing	9	11633388
20241203	orders	8	42029580
20241203	orders	9	91120479
20241203	trades	8	31327335
20241203	trades	9	78964713
20241203	xinqing	8	2120285
20241203	xinqing	9	11374445
20241204	orders	8	40633538
20241204	orders	9	89221854
20241204	trades	8	29924646
20241204	trades	9	78227628
20241204	xinqing	8	2091031
20241204	xinqing	9	11320232
20241205	orders	8	36808523
20241205	orders	9	81170090
20241205	trades	8	26861986
20241205	trades	9	68978907
20241205	xinqing	8	2061771
20241205	xinqing	9	11129747
20241206	orders	8	40399800
20241206	orders	9	93383211
20241206	trades	8	30184721
20241206	trades	9	80942010
20241206	xinqing	8	2077603
20241206	xinqing	9	11518331
20241209	orders	8	42501929
20241209	orders	9	84412378
20241209	trades	8	32396472
20241209	trades	9	73370889
20241209	xinqing	8	2109945
20241209	xinqing	9	11343038
20241210	orders	8	54012614
20241210	orders	9	92936297
20241210	trades	8	41506712
20241210	trades	9	82168875
20241210	xinqing	8	2218263
20241210	xinqing	9	11522166
20241211	orders	8	42352251
20241211	orders	9	90036808
20241211	trades	8	31661116
20241211	trades	9	78339985
20241211	xinqing	8	2120705
20241211	xinqing	9	11399324
20241212	orders	8	42354899
20241212	orders	9	96456201
20241212	trades	8	31466578
20241212	trades	9	84205803
20241212	xinqing	8	2122570
20241212	xinqing	9	11662984
20241213	orders	8	45038682
20241213	orders	9	102088278
20241213	trades	8	34902929
20241213	trades	9	91889646
20241213	xinqing	8	2144679
20241213	xinqing	9	11697569
20241216	orders	8	40712440
20241216	orders	9	90531069
20241216	trades	8	30989434
20241216	trades	9	80303026
20241216	xinqing	8	2111163
20241216	xinqing	9	11418445
20241217	orders	8	41758924
20241217	orders	9	84437692
20241217	trades	8	32426309
20241217	trades	9	74856122
20241217	xinqing	8	2116762
20241217	xinqing	9	11542400
20241218	orders	8	36103977
20241218	orders	9	76520507
20241218	trades	8	26839103
20241218	trades	9	65875811
20241218	xinqing	8	2089266
20241218	xinqing	9	11011637
20241219	orders	8	36999428
20241219	orders	9	78238970
20241219	trades	8	27668997
20241219	trades	9	67819901
20241219	xinqing	8	2072914
20241219	xinqing	9	10973915
20241220	orders	8	33307835
20241220	orders	9	77893322
20241220	trades	8	24200766
20241220	trades	9	67702654
20241220	xinqing	8	2053216
20241220	xinqing	9	11067576
20241223	orders	8	37782467
20241223	orders	9	81839678
20241223	trades	8	28942451
20241223	trades	9	73103920
20241223	xinqing	8	2100176
20241223	xinqing	9	11319331
20241224	orders	8	34211701
20241224	orders	9	73493467
20241224	trades	8	25514950
20241224	trades	9	63626643
20241224	xinqing	8	2063797
20241224	xinqing	9	10884403
20241225	orders	8	35046399
20241225	orders	9	71401381
20241225	trades	8	27572549
20241225	trades	9	62191742
20241225	xinqing	8	2074934
20241225	xinqing	9	10765351
20241226	orders	8	30227178
20241226	orders	9	67990652
20241226	trades	8	22354457
20241226	trades	9	58661757
20241226	xinqing	8	2025495
20241226	xinqing	9	10608815
20241227	orders	8	33621954
20241227	orders	9	77501092
20241227	trades	8	24712237
20241227	trades	9	66090225
20241227	xinqing	8	2052766
20241227	xinqing	9	10887682
20241230	orders	8	36653313
20241230	orders	9	68164522
20241230	trades	8	27700012
20241230	trades	9	59188040
20241230	xinqing	8	2066710
20241230	xinqing	9	10569976
20241231	orders	8	31952087
20241231	orders	9	76505050
20241231	trades	8	24089646
20241231	trades	9	68310058
20241231	xinqing	8	2030307
20241231	xinqing	9	10933214
20250102	orders	8	31199802
20250102	orders	9	84956339
20250102	trades	8	23572612
20250102	trades	9	76550176
20250102	xinqing	8	2031343
20250102	xinqing	9	11267092
20250103	orders	8	36803392
20250103	orders	9	78312651
20250103	trades	8	28734383
20250103	trades	9	68589959
